주문번호,수령방법,결제방법,항목,추가선택,드레싱,서비스타입,주문금액,배달팁,결제금액,주문시각,접수시각,배달시각,주소,요청사항,배달요청사항
4665926,"포장, 포장",나우웨이팅 POS,"훈제연어 샐러드, 이너프 샐러드",,"발사믹, 렌치",onsite,11200,0,11200,2020-08-20 13:30:57,-,-,X,,-
4665895,포장,나우웨이팅 POS,이너프 샐러드,"올리브 X, 할라피뇨 X",렌치,onsite,4300,0,4300,2020-08-20 13:30:06,-,-,X,,-
4665522,매장식사,나우웨이팅 POS,숲속 샐러드,"할라피뇨 X, 양파 X, 고구마(50g)",렌치,onsite,6600,0,6600,2020-08-20 13:18:53,-,-,X,,-
4665283,"매장식사, 매장식사",나우웨이팅 POS,"목살 샐러드, 훈제연어 샐러드",,"오리엔탈, 렌치",onsite,13300,0,13300,2020-08-20 13:13:40,-,-,X,,-
4664804,포장,나우웨이팅 POS,이너프 샐러드,,오리엔탈,onsite,4300,0,4300,2020-08-20 13:03:43,-,-,X,,-
4664770,"매장식사, 매장식사",나우웨이팅 POS,"목살 샐러드, 숲속 샐러드",고구마(50g),"발사믹, 오리엔탈",onsite,13000,0,13000,2020-08-20 13:02:59,-,-,X,,-
4664695,"매장식사, 매장식사",나우웨이팅 POS,"목살 샐러드, 숲속 샐러드","숲속토핑(110g) 추가, 올리브 X, 할라피뇨 X, 계란 X","렌치, 드레싱 제외",onsite,14400,0,14400,2020-08-20 13:01:29,-,-,X,,-
4664623,매장식사,나우웨이팅 POS,닭가슴살 샐러드,"올리브 X, 고구마(50g)",발사믹,onsite,6600,0,6600,2020-08-20 12:59:53,-,-,X,,-
4664606,포장,나우웨이팅 POS,닭가슴살 샐러드,"할라피뇨X, 방올토마토X, 고구마 50g 추가",렌치,onsite,6600,0,6600,2020-08-20 12:59:18,-,-,X,,-
4664316,매장식사,나우웨이팅 POS,닭가슴살 샐러드,"강낭콩 X, 고구마(50g)",렌치,onsite,6600,0,6600,2020-08-20 12:53:47,-,-,X,,-
4663813,포장,나우웨이팅 POS,훈제연어 샐러드,고구마(50g),렌치,onsite,7600,0,7600,2020-08-20 12:44:12,-,-,X,,-
4663767,매장식사,나우웨이팅 POS,목살 샐러드,,발사믹,onsite,6400,0,6400,2020-08-20 12:43:32,-,-,X,,-
4663689,매장식사,나우웨이팅 POS,이너프 샐러드,고구마(50g),발사믹,onsite,5000,0,5000,2020-08-20 12:42:18,-,-,X,,-
4663649,포장,나우웨이팅 POS,목살 샐러드,고구마(50g),오리엔탈,onsite,7100,0,7100,2020-08-20 12:41:34,-,-,X,,-
4663551,포장,나우웨이팅 POS,목살 샐러드,할라피뇨X,오리엔탈,onsite,6400,0,6400,2020-08-20 12:39:51,-,-,X,,-
4663550,포장,나우웨이팅 POS,목살 샐러드,"숲속토핑(110g) 추가, 강낭콩X",오리엔탈,onsite,8500,0,8500,2020-08-20 12:39:51,-,-,X,,-
4663281,포장,나우웨이팅 POS,닭가슴살 샐러드,,렌치,onsite,5900,0,5900,2020-08-20 12:35:50,-,-,X,,-
4662523,,나우웨이팅 POS,오리엔탈 추가,,,onsite,500,0,500,2020-08-20 12:23:13,-,-,X,,-
4662502,"매장식사, 매장식사, 매장식사",나우웨이팅 POS,"훈제연어 샐러드, 훈제연어 샐러드, 훈제연어 샐러드","닭가슴살(100g) 추가, 계란","렌치, 렌치, 렌치",onsite,23300,0,23300,2020-08-20 12:22:49,-,-,X,,-
4662357,매장식사,나우웨이팅 POS,훈제연어 샐러드,목살(100g) 추가,렌치,onsite,9500,0,9500,2020-08-20 12:20:15,-,-,X,,-
4662318,"매장식사, 매장식사",나우웨이팅 POS,"닭가슴살 샐러드, 목살 샐러드","올리브 X, 할라피뇨 X, 양파 X, 고구마(50g), 할라피뇨 X, 고구마(50g)","오리엔탈, 렌치",onsite,13700,0,13700,2020-08-20 12:19:31,-,-,X,,-
4662218,매장식사,나우웨이팅 POS,목살 샐러드,"숲속토핑(110g) 추가, 강낭콩 X, 고구마(50g)",발사믹,onsite,9200,0,9200,2020-08-20 12:17:53,-,-,X,,-
4662192,매장식사,나우웨이팅 POS,목살 샐러드,"숲속토핑(110g) 추가, 강낭콩 X, 계란, 고구마(50g)",오리엔탈,onsite,9700,0,9700,2020-08-20 12:17:19,-,-,X,,-
4662140,포장,나우웨이팅 POS,닭가슴살 샐러드,,오리엔탈,onsite,5900,0,5900,2020-08-20 12:16:14,-,-,X,,-
4662139,매장식사,나우웨이팅 POS,훈제연어 샐러드,"계란, 고구마(100g)",렌치,onsite,8800,0,8800,2020-08-20 12:16:14,-,-,X,,-
4662083,,나우웨이팅 POS,오리엔탈 추가,,,onsite,500,0,500,2020-08-20 12:15:09,-,-,X,,-
4662000,"매장식사, 매장식사",나우웨이팅 POS,"목살 샐러드, 숲속 샐러드",,"발사믹, 오리엔탈",onsite,12300,0,12300,2020-08-20 12:13:49,-,-,X,,-
4661936,포장,나우웨이팅 POS,"훈제연어 샐러드, 훈제연어 샐러드",,렌치,onsite,13800,0,13800,2020-08-20 12:12:47,-,-,X,,-
4661905,포장,나우웨이팅 POS,이너프 샐러드,고구마 50g 추가,렌치,onsite,5000,0,5000,2020-08-20 12:12:09,-,-,X,,-
4661856,포장,나우웨이팅 POS,훈제연어 샐러드,닭가슴살(100g) 추가,렌치,onsite,9000,0,9000,2020-08-20 12:11:15,-,-,X,,-
4661796,포장,나우웨이팅 POS,닭가슴살 샐러드,,오리엔탈,onsite,5900,0,5900,2020-08-20 12:10:03,-,-,X,,-
4661686,포장,나우웨이팅 POS,이너프 샐러드,,오리엔탈,onsite,4300,0,4300,2020-08-20 12:07:35,-,-,X,,-
4661657,매장식사,나우웨이팅 POS,목살 샐러드,숲속토핑(110g) 추가,발사믹,onsite,8500,0,8500,2020-08-20 12:06:51,-,-,X,,-
4661636,매장식사,나우웨이팅 POS,훈제연어 샐러드,,렌치,onsite,6900,0,6900,2020-08-20 12:06:26,-,-,X,,-
4661550,포장,나우웨이팅 POS,이너프 샐러드,,오리엔탈,onsite,4300,0,4300,2020-08-20 12:04:48,-,-,X,,-
4688919,포장,나우웨이팅 POS,이너프 샐러드,고구마 50g 추가,오리엔탈,onsite,5000,0,5000,2020-08-21 18:52:11,-,-,X,,-
4688794,포장,나우웨이팅 POS,목살 샐러드,,오리엔탈,onsite,6400,0,6400,2020-08-21 18:42:36,-,-,X,,-
4688789,"매장식사, 매장식사",나우웨이팅 POS,"목살 샐러드, 훈제연어 샐러드",,"오리엔탈, 렌치",onsite,13300,0,13300,2020-08-21 18:42:22,-,-,X,,-
4688778,"포장, 포장",나우웨이팅 POS,"이너프 샐러드, 목살 샐러드",삶은달걀 추가,"오리엔탈, 오리엔탈",onsite,11200,0,11200,2020-08-21 18:41:29,-,-,X,,-
4688686,포장,나우웨이팅 POS,훈제연어 샐러드,,렌치,onsite,6900,0,6900,2020-08-21 18:35:06,-,-,X,,-
4688677,매장식사,나우웨이팅 POS,목살 샐러드,"강낭콩 X, 올리브 X",발사믹,onsite,6400,0,6400,2020-08-21 18:34:34,-,-,X,,-
4688658,"포장, 포장",나우웨이팅 POS,"이너프 샐러드, 훈제연어 샐러드",할라피뇨 X,"렌치, 렌치",onsite,11200,0,11200,2020-08-21 18:33:01,-,-,X,,-
4688645,"매장식사, 매장식사",나우웨이팅 POS,"훈제연어 샐러드, 숲속 샐러드","강낭콩 X, 올리브 X, 할라피뇨 X, 고구마(50g)","오리엔탈, 오리엔탈",onsite,13500,0,13500,2020-08-21 18:31:39,-,-,X,,-
4688581,포장,나우웨이팅 POS,숲속 샐러드,,오리엔탈,onsite,5900,0,5900,2020-08-21 18:26:48,-,-,X,,-
4688565,포장,나우웨이팅 POS,"드레싱 추가, 훈제연어 샐러드","오리엔탈 추가, 연어(100g) 추가, 강낭콩X, 고구마 50g 추가",오리엔탈,onsite,11600,0,11600,2020-08-21 18:25:59,-,-,X,,-
4688495,매장식사,나우웨이팅 POS,이너프 샐러드,,렌치,onsite,4300,0,4300,2020-08-21 18:21:32,-,-,X,,-
4688490,포장,나우웨이팅 POS,훈제연어 샐러드,,렌치,onsite,6900,0,6900,2020-08-21 18:21:00,-,-,X,,-
4688485,포장,나우웨이팅 POS,목살 샐러드,"올리브 X, 할라피뇨 X",발사믹,onsite,6400,0,6400,2020-08-21 18:20:53,-,-,X,,-
4688424,포장,나우웨이팅 POS,이너프 샐러드,,발사믹,onsite,4300,0,4300,2020-08-21 18:16:08,-,-,X,,-
4688345,매장식사,나우웨이팅 POS,"목살 샐러드, 목살 샐러드",고구마(50g),오리엔탈,onsite,14200,0,14200,2020-08-21 18:09:49,-,-,X,,-
4688160,포장,나우웨이팅 POS,닭가슴살 샐러드,,오리엔탈,onsite,5900,0,5900,2020-08-21 17:55:19,-,-,X,,-
4688144,포장,나우웨이팅 POS,닭가슴살 샐러드,,오리엔탈,onsite,5900,0,5900,2020-08-21 17:54:09,-,-,X,,-
4688080,매장식사,나우웨이팅 POS,닭가슴살 샐러드,"목살(100g) 추가, 고구마(100g)",오리엔탈,onsite,9900,0,9900,2020-08-21 17:49:49,-,-,X,,-
4688069,매장식사,나우웨이팅 POS,닭가슴살 샐러드,,발사믹,onsite,5900,0,3900,2020-08-21 17:48:56,-,-,X,,-
4688060,"매장식사, 매장식사",나우웨이팅 POS,"이너프 샐러드, 닭가슴살 샐러드",,"렌치, 발사믹",onsite,10200,0,10200,2020-08-21 17:47:45,-,-,X,,-
4688053,포장,나우웨이팅 POS,숲속 샐러드,목살(100g) 추가,오리엔탈,onsite,8500,0,6500,2020-08-21 17:47:16,-,-,X,,-
4688026,포장,나우웨이팅 POS,이너프 샐러드,,발사믹,onsite,4300,0,4300,2020-08-21 17:45:27,-,-,X,,-
4687976,매장식사,나우웨이팅 POS,닭가슴살 샐러드,"닭가슴살(100g) 추가, 강낭콩 X",오리엔탈,onsite,8000,0,8000,2020-08-21 17:41:51,-,-,X,,-
4687950,"포장, 포장",나우웨이팅 POS,"닭가슴살 샐러드, 닭가슴살 샐러드, 닭가슴살 샐러드, 닭가슴살 샐러드","목살(100g) 추가, 계란, 고구마(50g), 고구마(100g), 목살(100g) 추가, 양파 X, 계란, 고구마(50g)","발사믹, 오리엔탈",onsite,41600,0,41600,2020-08-21 17:39:36,-,-,X,,-
4687842,매장식사,나우웨이팅 POS,훈제연어 샐러드,,오리엔탈,onsite,6900,0,6900,2020-08-21 17:30:18,-,-,X,,-
4687830,매장식사,나우웨이팅 POS,목살 샐러드,,발사믹,onsite,6400,0,6400,2020-08-21 17:29:50,-,-,X,,-
4687820,"매장식사, 매장식사",나우웨이팅 POS,"목살 샐러드, 목살 샐러드",,"렌치, 오리엔탈",onsite,12800,0,12800,2020-08-21 17:28:50,-,-,X,,-
4687797,포장,나우웨이팅 POS,"목살 샐러드, 목살 샐러드",,오리엔탈,onsite,12800,0,12800,2020-08-21 17:27:28,-,-,X,,-
4687786,포장,나우웨이팅 POS,훈제연어 샐러드,"닭가슴살(100g) 추가, 양파 X",오리엔탈,onsite,9000,0,9000,2020-08-21 17:26:59,-,-,X,,-
4687687,"매장식사, 매장식사",나우웨이팅 POS,"목살 샐러드, 닭가슴살 샐러드",,"발사믹, 오리엔탈",onsite,12300,0,12300,2020-08-21 17:20:18,-,-,X,,-
4687391,매장식사,나우웨이팅 POS,닭가슴살 샐러드,,오리엔탈,onsite,5900,0,5900,2020-08-21 16:58:02,-,-,X,,-
4687353,"매장식사, 매장식사",나우웨이팅 POS,"목살 샐러드, 숲속 샐러드","고구마(50g), 아몬드 X","발사믹, 오리엔탈",onsite,13000,0,13000,2020-08-21 16:56:02,-,-,X,,-
4687297,포장,나우웨이팅 POS,훈제연어 샐러드,"스위트콘 X, 강낭콩 X, 고구마(100g)",렌치,onsite,8300,0,8300,2020-08-21 16:52:25,-,-,X,,-
4687246,매장식사,나우웨이팅 POS,숲속 샐러드,,오리엔탈,onsite,5900,0,5900,2020-08-21 16:47:10,-,-,X,,-
4687169,매장식사,나우웨이팅 POS,훈제연어 샐러드,,오리엔탈,onsite,6900,0,6900,2020-08-21 16:41:22,-,-,X,,-
4687128,"포장, 포장",나우웨이팅 POS,"목살 샐러드, 훈제연어 샐러드",목살(100g) 추가,"발사믹, 렌치",onsite,15900,0,15900,2020-08-21 16:38:04,-,-,X,,-
4687045,"매장식사, 매장식사",나우웨이팅 POS,"이너프 샐러드, 닭가슴살 샐러드, 닭가슴살 샐러드",,"발사믹, 오리엔탈",onsite,16100,0,16100,2020-08-21 16:32:59,-,-,X,,-
4686931,"매장식사, 매장식사",나우웨이팅 POS,"숲속 샐러드, 닭가슴살 샐러드",강낭콩 X,"오리엔탈, 발사믹",onsite,11800,0,11800,2020-08-21 16:26:12,-,-,X,,-
4686848,"포장, 포장",나우웨이팅 POS,"목살 샐러드, 숲속 샐러드",,"오리엔탈, 발사믹",onsite,12300,0,12300,2020-08-21 16:21:12,-,-,X,,-
4686774,포장,나우웨이팅 POS,"훈제연어 샐러드, 훈제연어 샐러드",,발사믹,onsite,13800,0,13800,2020-08-21 16:16:38,-,-,X,,-
4686425,포장,나우웨이팅 POS,닭가슴살 샐러드,,발사믹,onsite,5900,0,5900,2020-08-21 15:57:47,-,-,X,,-
4686387,포장,나우웨이팅 POS,이너프 샐러드,,발사믹,onsite,4300,0,4300,2020-08-21 15:55:06,-,-,X,,-
4686381,포장,나우웨이팅 POS,"닭가슴살 샐러드, 오리엔탈 추가, 렌치 추가","닭가슴살(100g) 추가, 고구마(50g), 고구마(100g)",오리엔탈,onsite,11100,0,11100,2020-08-21 15:54:42,-,-,X,,-
4686307,포장,나우웨이팅 POS,닭가슴살 샐러드,,오리엔탈,onsite,5900,0,5900,2020-08-21 15:51:25,-,-,X,,-
4686242,"포장, 포장",나우웨이팅 POS,"훈제연어 샐러드, 목살 샐러드",,"렌치, 오리엔탈",onsite,13300,0,13300,2020-08-21 15:47:18,-,-,X,,-
4686008,포장,나우웨이팅 POS,이너프 샐러드,강낭콩X,오리엔탈,onsite,4300,0,4300,2020-08-21 15:34:59,-,-,X,,-
4685952,"포장, 포장",나우웨이팅 POS,"닭가슴살 샐러드, 목살 샐러드",,"렌치, 오리엔탈",onsite,12300,0,12300,2020-08-21 15:32:18,-,-,X,,-
4685822,"포장, 포장",나우웨이팅 POS,"훈제연어 샐러드, 이너프 샐러드","강낭콩X, 강낭콩X","렌치, 렌치",onsite,11200,0,11200,2020-08-21 15:25:02,-,-,X,,-
4685774,포장,나우웨이팅 POS,목살 샐러드,,오리엔탈,onsite,6400,0,6400,2020-08-21 15:22:25,-,-,X,,-
4685718,포장,나우웨이팅 POS,닭가슴살 샐러드,고구마(50g),오리엔탈,onsite,6600,0,6600,2020-08-21 15:20:11,-,-,X,,-
4685463,매장식사,나우웨이팅 POS,목살 샐러드,,오리엔탈,onsite,6400,0,6400,2020-08-21 15:09:02,-,-,X,,-
4683797,포장,나우웨이팅 POS,닭가슴살 샐러드,,오리엔탈,onsite,5900,0,5900,2020-08-21 13:50:45,-,-,X,,-
4683770,포장,나우웨이팅 POS,목살 샐러드,고구마 100g 추가,발사믹,onsite,7800,0,7800,2020-08-21 13:49:48,-,-,X,,-
4683625,포장,나우웨이팅 POS,훈제연어 샐러드,"올리브X, 할라피뇨X, 고구마 50g 추가",드레싱 제외,onsite,7600,0,7600,2020-08-21 13:44:00,-,-,X,,-
4683617,매장식사,나우웨이팅 POS,이너프 샐러드,,발사믹,onsite,4300,0,4300,2020-08-21 13:43:50,-,-,X,,-
4683595,매장식사,나우웨이팅 POS,닭가슴살 샐러드,,렌치,onsite,5900,0,5900,2020-08-21 13:42:57,-,-,X,,-
4683565,포장,나우웨이팅 POS,닭가슴살 샐러드,할라피뇨 X,오리엔탈,onsite,5900,0,5900,2020-08-21 13:41:48,-,-,X,,-
4683394,"포장, 포장",나우웨이팅 POS,"훈제연어 샐러드, 목살 샐러드",,"발사믹, 발사믹",onsite,13300,0,13300,2020-08-21 13:36:02,-,-,X,,-
4683299,포장,나우웨이팅 POS,훈제연어 샐러드,연어(100g) 추가,렌치,onsite,10400,0,10400,2020-08-21 13:33:06,-,-,X,,-
4683250,"포장, 포장",나우웨이팅 POS,"숲속 샐러드, 숲속 샐러드, 닭가슴살 샐러드",,"오리엔탈, 오리엔탈",onsite,17700,0,17700,2020-08-21 13:31:49,-,-,X,,-
4682934,매장식사,나우웨이팅 POS,닭가슴살 샐러드,,오리엔탈,onsite,5900,0,5900,2020-08-21 13:22:40,-,-,X,,-
4682892,매장식사,나우웨이팅 POS,목살 샐러드,"강낭콩 X, 올리브 X, 할라피뇨 X",발사믹,onsite,6400,0,6400,2020-08-21 13:21:20,-,-,X,,-
4682852,매장식사,나우웨이팅 POS,숲속 샐러드,"할라피뇨 X, 양파 X, 고구마(50g)",렌치,onsite,6600,0,6600,2020-08-21 13:20:30,-,-,X,,-
4682834,매장식사,나우웨이팅 POS,숲속 샐러드,"닭가슴살(100g) 추가, 목살(100g) 추가, 고구마(50g)",오리엔탈,onsite,11300,0,11300,2020-08-21 13:20:00,-,-,X,,-
4682682,포장,나우웨이팅 POS,닭가슴살 샐러드,,오리엔탈,onsite,5900,0,5900,2020-08-21 13:15:55,-,-,X,,-
4682603,포장,나우웨이팅 POS,목살 샐러드,,오리엔탈,onsite,6400,0,6400,2020-08-21 13:13:56,-,-,X,,-
4682533,"포장, 포장",나우웨이팅 POS,"숲속 샐러드, 닭가슴살 샐러드",고구마(50g),"오리엔탈, 발사믹",onsite,12500,0,12500,2020-08-21 13:11:58,-,-,X,,-
4682332,"매장식사, 매장식사",나우웨이팅 POS,"숲속 샐러드, 닭가슴살 샐러드","강낭콩 X, 강낭콩 X, 올리브 X, 아몬드 X","오리엔탈, 오리엔탈",onsite,11800,0,11800,2020-08-21 13:06:47,-,-,X,,-
4681922,포장,나우웨이팅 POS,이너프 샐러드,"올리브 X, 할라피뇨 X",오리엔탈,onsite,4300,0,4300,2020-08-21 12:57:20,-,-,X,,-
4681665,매장식사,나우웨이팅 POS,이너프 샐러드,,오리엔탈,onsite,4300,0,4300,2020-08-21 12:51:33,-,-,X,,-
4681642,"매장식사, 매장식사",나우웨이팅 POS,"훈제연어 샐러드, 목살 샐러드",,"발사믹, 발사믹",onsite,13300,0,13300,2020-08-21 12:51:03,-,-,X,,-
4681573,포장,나우웨이팅 POS,숲속 샐러드,"강낭콩 X, 올리브 X",오리엔탈,onsite,5900,0,5900,2020-08-21 12:49:45,-,-,X,,-
4681287,포장,나우웨이팅 POS,숲속 샐러드,"할라피뇨 X, 고구마(50g)",오리엔탈,onsite,6600,0,6600,2020-08-21 12:44:02,-,-,X,,-
4681050,매장식사,나우웨이팅 POS,닭가슴살 샐러드,"할라피뇨 X, 고구마(50g)",발사믹,onsite,6600,0,6600,2020-08-21 12:39:19,-,-,X,,-
4680999,포장,나우웨이팅 POS,숲속 샐러드,양파 X,발사믹,onsite,5900,0,5900,2020-08-21 12:38:28,-,-,X,,-
4680953,"포장, 포장",나우웨이팅 POS,"목살 샐러드, 훈제연어 샐러드",고구마(50g),"발사믹, 렌치",onsite,14000,0,14000,2020-08-21 12:37:41,-,-,X,,-
4680865,매장식사,나우웨이팅 POS,이너프 샐러드,"강낭콩 X, 고구마(50g)",오리엔탈,onsite,5000,0,5000,2020-08-21 12:36:09,-,-,X,,-
4680713,포장,나우웨이팅 POS,닭가슴살 샐러드,,발사믹,onsite,5900,0,5900,2020-08-21 12:33:23,-,-,X,,-
4680697,포장,나우웨이팅 POS,목살 샐러드,"양파X, 계란X, 아몬드X",렌치,onsite,6400,0,6400,2020-08-21 12:33:01,-,-,X,,-
4680552,매장식사,나우웨이팅 POS,닭가슴살 샐러드,"올리브 X, 아몬드 X",오리엔탈,onsite,5900,0,5900,2020-08-21 12:30:22,-,-,X,,-
4680494,포장,나우웨이팅 POS,훈제연어 샐러드,숲속토핑(110g) 추가,렌치,onsite,9000,0,9000,2020-08-21 12:29:25,-,-,X,,-
4680371,포장,나우웨이팅 POS,이너프 샐러드,할라피뇨 X,오리엔탈,onsite,4300,0,4300,2020-08-21 12:27:24,-,-,X,,-
4680319,포장,나우웨이팅 POS,닭가슴살 샐러드,,오리엔탈,onsite,5900,0,5900,2020-08-21 12:26:08,-,-,X,,-
4680261,포장,나우웨이팅 POS,목살 샐러드,,오리엔탈,onsite,6400,0,6400,2020-08-21 12:25:09,-,-,X,,-
4680226,"포장, 포장",나우웨이팅 POS,"훈제연어 샐러드, 목살 샐러드",,"렌치, 발사믹",onsite,13300,0,13300,2020-08-21 12:24:27,-,-,X,,-
4680143,포장,나우웨이팅 POS,닭가슴살 샐러드,고구마 50g 추가,발사믹,onsite,6600,0,6600,2020-08-21 12:22:59,-,-,X,,-
4680069,포장,나우웨이팅 POS,훈제연어 샐러드,,렌치,onsite,6900,0,6900,2020-08-21 12:21:37,-,-,X,,-
4679983,매장식사,나우웨이팅 POS,닭가슴살 샐러드,"목살(100g) 추가, 고구마(100g)",오리엔탈,onsite,9900,0,9900,2020-08-21 12:20:11,-,-,X,,-
4679934,"포장, 포장",나우웨이팅 POS,"목살 샐러드, 훈제연어 샐러드",,"발사믹, 렌치",onsite,13300,0,13300,2020-08-21 12:19:25,-,-,X,,-
4679734,포장,나우웨이팅 POS,닭가슴살 샐러드,"강낭콩 X, 올리브 X, 할라피뇨 X, 고구마(50g)",오리엔탈,onsite,6600,0,6600,2020-08-21 12:15:29,-,-,X,,-
4679617,매장식사,나우웨이팅 POS,닭가슴살 샐러드,,오리엔탈,onsite,5900,0,5900,2020-08-21 12:13:04,-,-,X,,-
4679517,매장식사,나우웨이팅 POS,닭가슴살 샐러드,"닭가슴살(100g) 추가, 강낭콩 X",오리엔탈,onsite,8000,0,8000,2020-08-21 12:10:52,-,-,X,,-
4679411,매장식사,나우웨이팅 POS,이너프 샐러드,"스위트콘 X, 올리브 X, 아몬드 X, 고구마(50g)",발사믹,onsite,5000,0,5000,2020-08-21 12:08:31,-,-,X,,-
4679311,"매장식사, 매장식사",나우웨이팅 POS,"숲속 샐러드, 목살 샐러드","올리브 X, 고구마(50g)","오리엔탈, 오리엔탈",onsite,13000,0,13000,2020-08-21 12:06:13,-,-,X,,-
4679088,"포장, 포장",나우웨이팅 POS,"숲속 샐러드, 이너프 샐러드, 이너프 샐러드",,"렌치, 렌치",onsite,14500,0,14500,2020-08-21 12:00:56,-,-,X,,-
4679086,"포장, 포장",나우웨이팅 POS,"목살 샐러드, 목살 샐러드","올리브X, 고구마 50g 추가, 강낭콩X, 고구마 50g 추가","렌치, 렌치",onsite,14200,0,14200,2020-08-21 12:00:53,-,-,X,,-
4679050,포장,나우웨이팅 POS,닭가슴살 샐러드,,오리엔탈,onsite,5900,0,5900,2020-08-21 11:59:56,-,-,X,,-
4678958,포장,나우웨이팅 POS,닭가슴살 샐러드,,오리엔탈,onsite,5900,0,5900,2020-08-21 11:57:36,-,-,X,,-
4678892,매장식사,나우웨이팅 POS,닭가슴살 샐러드,,렌치,onsite,5900,0,5900,2020-08-21 11:55:43,-,-,X,,-
4678766,"포장, 포장, 포장",나우웨이팅 POS,"드레싱 추가, 닭가슴살 샐러드, 목살 샐러드, 이너프 샐러드","렌치 추가, 할라피뇨X, 방올토마토X, 고구마 100g 추가, 고구마 100g 추가, 강낭콩X, 올리브X, 고구마 100g 추가","오리엔탈, 오리엔탈, 오리엔탈",onsite,21300,0,21300,2020-08-21 11:51:53,-,-,X,,-
4699010,포장,나우웨이팅 POS,닭가슴살 샐러드,강낭콩X,발사믹,onsite,5900,0,5900,2020-08-22 18:17:44,-,-,X,,-
4698991,매장식사,나우웨이팅 POS,닭가슴살 샐러드,,렌치,onsite,5900,0,5900,2020-08-22 18:16:10,-,-,X,,-
4698976,포장,나우웨이팅 POS,목살 샐러드,,오리엔탈,onsite,6400,0,6400,2020-08-22 18:15:00,-,-,X,,-
4698903,"매장식사, 매장식사",나우웨이팅 POS,"숲속 샐러드, 이너프 샐러드",,"오리엔탈, 발사믹",onsite,10200,0,10200,2020-08-22 18:10:33,-,-,X,,-
4698883,포장,나우웨이팅 POS,훈제연어 샐러드,,렌치,onsite,6900,0,6900,2020-08-22 18:08:42,-,-,X,,-
4698845,포장,나우웨이팅 POS,훈제연어 샐러드,"연어(100g) 추가, 강낭콩 X",렌치,onsite,10400,0,10400,2020-08-22 18:05:19,-,-,X,,-
4698776,포장,나우웨이팅 POS,닭가슴살 샐러드,강낭콩X,오리엔탈,onsite,5900,0,5900,2020-08-22 17:58:51,-,-,X,,-
4698607,포장,나우웨이팅 POS,이너프 샐러드,삶은달걀 추가,오리엔탈,onsite,4800,0,4800,2020-08-22 17:45:34,-,-,X,,-
4698545,포장,나우웨이팅 POS,숲속 샐러드,고구마(50g),렌치,onsite,6600,0,6600,2020-08-22 17:40:34,-,-,X,,-
4698533,포장,나우웨이팅 POS,숲속 샐러드,고구마(50g),발사믹,onsite,6600,0,6600,2020-08-22 17:39:58,-,-,X,,-
4698462,포장,나우웨이팅 POS,훈제연어 샐러드,,렌치,onsite,6900,0,6900,2020-08-22 17:32:57,-,-,X,,-
4698429,"포장, 포장, 포장",나우웨이팅 POS,"숲속 샐러드, 목살 샐러드, 숲속 샐러드",,"오리엔탈, 발사믹, 발사믹",onsite,18200,0,18200,2020-08-22 17:30:13,-,-,X,,-
4698428,포장,나우웨이팅 POS,훈제연어 샐러드,,발사믹,onsite,6900,0,6900,2020-08-22 17:30:11,-,-,X,,-
4698417,"포장, 포장",나우웨이팅 POS,"닭가슴살 샐러드, 훈제연어 샐러드",계란,"렌치, 오리엔탈",onsite,13300,0,13300,2020-08-22 17:29:25,-,-,X,,-
4698407,"포장, 포장, 포장",나우웨이팅 POS,"이너프 샐러드, 목살 샐러드, 닭가슴살 샐러드","고구마 100g, 강낭콩X, 올리브X, 고구마 100g, 할라피뇨X, 방올토마토X, 고구마 100g","오리엔탈, 오리엔탈, 오리엔탈",onsite,20800,0,20800,2020-08-22 17:28:04,-,-,X,,-
4698365,포장,나우웨이팅 POS,목살 샐러드,,오리엔탈,onsite,6400,0,6400,2020-08-22 17:25:19,-,-,X,,-
4698314,포장,나우웨이팅 POS,이너프 샐러드,"강낭콩X, 올리브X, 할라피뇨X",발사믹,onsite,4300,0,4300,2020-08-22 17:21:48,-,-,X,,-
4698204,포장,나우웨이팅 POS,목살 샐러드,고구마(50g),오리엔탈,onsite,7100,0,7100,2020-08-22 17:14:23,-,-,X,,-
4698191,매장식사,나우웨이팅 POS,목살 샐러드,"올리브 X, 양파 X, 고구마(50g)",렌치,onsite,7100,0,5100,2020-08-22 17:13:12,-,-,X,,-
4698022,매장식사,나우웨이팅 POS,훈제연어 샐러드,고구마(50g),렌치,onsite,7600,0,7600,2020-08-22 17:00:54,-,-,X,,-
4697968,"매장식사, 매장식사",나우웨이팅 POS,"목살 샐러드, 숲속 샐러드",,"오리엔탈, 오리엔탈",onsite,12300,0,12300,2020-08-22 16:56:33,-,-,X,,-
4697904,포장,나우웨이팅 POS,닭가슴살 샐러드,"할라피뇨 X, 고구마(100g)",발사믹,onsite,7300,0,7300,2020-08-22 16:52:16,-,-,X,,-
4697839,포장,나우웨이팅 POS,숲속 샐러드,,발사믹,onsite,5900,0,5900,2020-08-22 16:47:51,-,-,X,,-
4697805,포장,나우웨이팅 POS,숲속 샐러드,,발사믹,onsite,5900,0,5900,2020-08-22 16:45:48,-,-,X,,-
4697740,"포장, 포장",나우웨이팅 POS,"훈제연어 샐러드, 목살 샐러드","연어(100g) 추가, 목살(100g) 추가","발사믹, 오리엔탈",onsite,19400,0,19400,2020-08-22 16:41:49,-,-,X,,-
4697541,매장식사,나우웨이팅 POS,이너프 샐러드,,발사믹,onsite,4300,0,4300,2020-08-22 16:26:04,-,-,X,,-
